City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Fare,PF,-16.7,-151.0167,77.99,76,95,9.6,light rain
348,Hofn,IS,64.2539,-15.2082,32.59,66,6,20.76,clear sky
349,Paita,PE,-5.0892,-81.1144,71.8,72,98,5.23,overcast clouds
350,San Jose,US,37.3394,-121.895,49.06,87,75,6.91,moderate rain
351,Ahuimanu,US,21.4447,-157.8378,75.2,77,98,5.99,overcast clouds
352,Martil,MA,35.6166,-5.2752,67.96,73,40,24.16,scattered clouds
353,Vangaindrano,MG,-23.35,47.6,74.62,89,70,7.43,light rain
354,Xinmin,CN,41.9908,122.8253,25.39,47,100,14.92,overcast clouds
355,Drummondville,CA,45.8834,-72.4824,24.03,64,100,5.01,overcast clouds
356,Cerrito,CO,6.8432,-72.694,61.66,75,69,1.1,broken clouds
357,Bayonet Point,US,28.3267,-82.6834,69.94,87,24,5.93,few clouds
358,Green River,US,41.5286,-109.4662,33.8,53,42,6.82,scattered clouds
359,Avera,US,33.194,-82.5271,56.71,73,100,3.76,overcast clouds
360,Kitimat,CA,54.0524,-128.6534,26.98,56,20,4.43,few clouds
361,Pangody,RU,65.85,74.4859,-20.74,99,42,7.96,scattered clouds
362,Stepnyak,KZ,52.8339,70.7803,11.48,77,100,10.16,overcast clouds
363,Nioro,GM,13.35,-15.75,93.16,13,3,6.73,clear sky
364,Salalah,OM,17.0151,54.0924,76.03,41,0,11.3,clear sky
365,Boguchany,RU,58.3814,97.4531,-32.44,100,16,2.77,few clouds
366,San-Pedro,CI,4.7485,-6.6363,80.73,78,56,8.08,broken clouds
367,San Antero,CO,9.3741,-75.7589,82.83,68,29,2.91,scattered clouds
368,Kavaratti,IN,10.5669,72.642,81.95,70,100,17.16,overcast clouds
369,Pucara,PE,-15.9803,-71.4606,42.93,64,100,10.78,overcast clouds
370,Vaitape,PF,-16.5167,-151.75,77.88,76,100,9.13,moderate rain
371,Kloulklubed,PW,7.0419,134.2556,75.7,72,53,5.77,broken clouds
372,Vao,NC,-22.6667,167.4833,77.0,70,31,11.1,scattered clouds
373,Carutapera,BR,-1.195,-46.02,86.36,58,65,10.98,broken clouds
374,Kasangulu,CD,-4.5911,15.1708,72.97,92,36,3.98,scattered clouds
375,Krasnoselkup,RU,65.7,82.4667,-13.72,98,97,7.58,overcast clouds
376,Samarinda,ID,-0.5,117.15,75.29,94,100,1.9,overcast clouds
377,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.56,52,20,9.22,few clouds
378,Fortuna,US,40.5982,-124.1573,43.93,97,0,8.05,clear sky
379,Bemidji,US,47.4736,-94.8803,30.9,86,0,0.0,clear sky
380,Argelia,CO,2.2556,-77.2488,72.75,87,57,1.81,moderate rain
381,Luderitz,NA,-26.6481,15.1594,65.98,87,5,5.48,clear sky
382,Melipilla,CL,-33.7,-71.2167,93.38,25,100,13.51,overcast clouds
383,Santa Ana,US,33.7456,-117.8678,58.41,94,100,12.66,light rain
384,Benjamin Aceval,PY,-24.9667,-57.5667,87.94,86,100,5.95,overcast clouds
385,Kyra,RU,49.5776,111.9753,7.36,64,100,18.88,overcast clouds
386,Puerto Boyaca,CO,5.9758,-74.5885,88.47,56,71,1.25,broken clouds
387,Saskylakh,RU,71.9167,114.0833,-4.0,95,100,15.43,overcast clouds
388,Nushki,PK,29.5542,66.0215,53.06,42,79,1.14,broken clouds
389,Sakaiminato,JP,35.55,133.2333,48.18,57,75,12.66,broken clouds
390,Satun,TH,6.8333,100.0,75.2,89,100,4.74,light rain
391,Siuna,NI,13.7332,-84.7773,82.31,60,21,5.1,few clouds
392,Kud,IN,33.0833,75.2833,38.82,42,23,7.83,few clouds
393,Makat,KZ,47.6469,53.3463,21.67,56,0,14.23,clear sky
394,Sangmelima,CM,2.9333,11.9833,75.16,66,41,3.71,scattered clouds
395,Zaraza,VE,9.3503,-65.3245,84.16,55,79,5.3,broken clouds
396,Colares,PT,38.7992,-9.4469,65.75,95,75,20.0,broken clouds
397,Gongzhuling,CN,43.5008,124.8198,19.17,56,100,9.13,overcast clouds
398,Sosua,DO,19.7667,-70.5167,76.23,88,75,0.0,broken clouds
399,Lamar,US,33.6668,-95.5836,51.78,100,100,6.91,mist
400,Odweyne,SO,9.4092,45.064,67.41,51,96,10.04,overcast clouds
401,Aras,ES,42.5617,-2.356,39.72,87,75,3.44,broken clouds
402,Jumla,NP,29.2747,82.1838,40.26,21,0,5.26,clear sky
403,San Vicente,AR,-26.6167,-54.1333,76.19,76,99,2.82,light rain
404,Afua,BR,-0.1567,-50.3867,87.37,58,92,8.16,light rain
405,Belousovka,KZ,50.1339,82.5239,11.25,79,100,11.18,light snow
406,Mantua,IT,45.1667,10.7833,37.98,89,99,1.01,overcast clouds
407,Rockland,US,41.1668,-74.0496,37.85,85,100,1.01,light snow
408,Mitsamiouli,KM,-11.3847,43.2844,81.59,77,81,9.08,broken clouds
409,Broome,US,42.2506,-75.833,34.7,90,100,6.91,snow
410,Bilma,NE,18.6853,12.9164,73.58,13,61,5.97,broken clouds
411,Nizwa,OM,22.9333,57.5333,66.07,58,2,6.44,clear sky
412,Panalingaan,PH,8.7842,117.4231,77.72,87,100,10.6,overcast clouds
413,Cayhagan,PH,9.6697,122.4256,77.76,85,91,2.95,overcast clouds
414,Shimoda,JP,34.6667,138.95,45.1,82,89,15.26,light rain
415,Ballina,AU,-28.8667,153.5667,67.01,96,12,11.72,few clouds
416,Willowmore,ZA,-33.2926,23.4895,71.37,73,75,20.67,broken clouds
417,Gizo,SB,-8.103,156.8419,81.41,78,85,7.29,moderate rain
418,Richards Bay,ZA,-28.783,32.0377,75.24,82,95,9.51,light rain
419,Nsanje,MW,-16.92,35.262,78.82,78,77,6.35,broken clouds
420,Mimongo,GA,-1.6195,11.6068,70.61,95,48,2.08,light rain
421,Cedar Hill,US,32.5885,-96.9561,56.53,89,100,8.05,overcast clouds
422,Sukhumi,GE,43.0033,41.0153,56.01,52,97,5.06,overcast clouds
423,Cam Ranh,VN,11.9214,109.1591,75.16,69,40,5.75,scattered clouds
424,La Orilla,MX,17.9833,-102.2333,82.38,62,19,6.62,few clouds
425,Kandava,LV,57.0409,22.7747,24.76,91,100,11.63,overcast clouds
426,Grafton,US,42.207,-71.6856,32.29,2,100,7.83,overcast clouds
427,Egvekinot,RU,66.3167,-179.1667,3.51,97,100,5.44,overcast clouds
428,Binzhou,CN,37.3667,118.0167,31.21,34,100,6.71,overcast clouds
429,Kimbe,PG,-5.5502,150.1429,76.39,93,100,1.72,light rain
430,Marsa Matruh,EG,31.3525,27.2453,68.2,49,75,5.75,broken clouds
431,Lasa,IT,46.6166,10.7002,23.68,92,74,7.18,broken clouds
432,Lanzhou,CN,36.0564,103.7922,23.09,51,20,3.38,few clouds
433,Kovdor,RU,67.5662,30.4758,-7.28,100,68,1.34,broken clouds
434,Ati,TD,13.2154,18.3353,78.85,12,3,9.69,clear sky
435,Beloha,MG,-25.1667,45.05,76.19,78,14,13.49,few clouds
436,Visnes,NO,59.3556,5.2242,31.21,74,75,11.5,broken clouds
437,Srandakan,ID,-7.9386,110.2506,76.48,88,100,2.35,overcast clouds
438,Ribeira Grande,PT,38.5167,-28.7,66.6,82,40,23.02,light rain
439,Gornopravdinsk,RU,60.05,69.9,-11.97,93,50,7.25,scattered clouds
440,Rundu,NA,-17.9333,19.7667,71.91,76,75,4.32,light rain
441,Oistins,BB,13.0667,-59.5333,82.49,54,20,9.22,few clouds
442,Tianpeng,CN,30.9866,103.9393,50.72,78,100,2.62,overcast clouds
443,Itoman,JP,26.1247,127.6694,68.02,73,92,18.41,overcast clouds
444,Gorodishche,RU,48.8045,44.4744,32.88,86,100,22.37,overcast clouds
445,Monterey,US,36.2505,-121.2516,46.17,1,62,4.27,broken clouds
446,Sahbuz,AZ,39.4072,45.5739,35.2,67,1,2.44,clear sky
447,Acapulco,MX,16.8634,-99.8901,82.2,65,0,4.81,clear sky
448,Orange Cove,US,36.6244,-119.3137,53.8,99,100,0.0,overcast clouds
449,Puerto Ayacucho,VE,5.6639,-67.6236,85.05,66,72,6.58,broken clouds
450,Seredka,RU,58.1584,28.1858,20.95,88,100,13.67,overcast clouds
451,Azovo,RU,54.6997,73.0237,13.75,96,100,4.05,overcast clouds
452,Parana,AR,-31.732,-60.5238,98.56,44,3,12.1,clear sky
453,Darhan,MN,49.4867,105.9228,2.86,97,100,1.68,overcast clouds
454,Kiruna,SE,67.8557,20.2251,5.92,85,40,1.14,scattered clouds
455,Tshikapa,CD,-6.4167,20.8,73.27,91,79,2.24,light rain
456,Churu,IN,28.3,74.95,63.95,33,0,6.42,clear sky
457,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,92,0,5.75,clear sky
458,Pokrovsk,UA,48.282,37.1758,43.9,65,99,21.18,overcast clouds
459,Beaverlodge,CA,55.2166,-119.4361,-8.25,95,97,4.09,overcast clouds
460,Caucaia,BR,-3.7361,-38.6531,85.95,72,40,14.97,scattered clouds
461,Myitkyina,MM,25.3833,97.4,56.34,72,0,2.59,clear sky
462,Kawalu,ID,-7.3817,108.2082,72.18,94,98,2.08,overcast clouds
463,Canberra,AU,-35.2835,149.1281,60.53,93,100,4.61,light intensity shower rain
464,Pasighat,IN,28.0667,95.3333,59.16,53,0,3.33,clear sky
465,Marawi,PH,7.9986,124.2928,68.77,94,61,2.77,broken clouds
466,Harper,LR,4.375,-7.7169,79.79,79,80,6.67,light rain
467,Dolores,AR,-36.3132,-57.6792,97.16,26,16,14.61,moderate rain
468,Chinsali,ZM,-10.5414,32.0816,69.22,72,69,1.32,light rain
469,Amelia,IT,42.5523,12.4182,45.84,87,87,2.08,overcast clouds
470,Turiacu,BR,-1.6633,-45.3717,82.78,69,69,7.99,broken clouds
471,Makakilo City,US,21.3469,-158.0858,74.01,67,100,3.44,overcast clouds
472,Adrar,MR,20.5022,-10.0711,82.36,11,0,7.23,clear sky
473,Kedrovyy,RU,56.1667,91.8167,-17.14,100,78,1.1,broken clouds
474,Cabedelo,BR,-6.9811,-34.8339,88.47,68,7,11.61,clear sky
475,Lawton,US,34.6087,-98.3903,44.83,93,100,0.0,overcast clouds
476,Dubrovytsya,UA,51.5744,26.565,31.23,97,100,12.5,overcast clouds
477,Grindavik,IS,63.8424,-22.4338,26.55,86,0,4.61,clear sky
478,Griffith,US,41.5284,-87.4237,39.11,81,100,9.22,overcast clouds
479,Mashhad,IR,36.297,59.6062,32.14,74,14,4.61,few clouds
480,Mao,ES,39.8885,4.2658,54.16,87,75,3.44,broken clouds
481,Lasem,ID,-6.6922,111.4527,77.99,84,100,3.78,overcast clouds
482,Nouadhibou,MR,20.931,-17.0347,78.78,57,91,16.11,sand
483,Neuquen,AR,-38.9516,-68.0591,79.56,19,0,16.11,clear sky
484,Mahanoro,MG,-19.9,48.8,76.06,86,11,4.74,light rain
485,Havelock,US,34.8791,-76.9013,56.98,83,99,1.01,overcast clouds
486,Aranos,NA,-24.1333,19.1167,83.61,32,31,15.79,scattered clouds
487,Palembang,ID,-2.9167,104.7458,77.09,94,20,2.3,few clouds
488,Smithers,CA,54.7804,-127.1743,17.92,93,75,2.3,broken clouds
489,Shancheng,CN,34.7953,116.0817,30.9,35,64,7.0,broken clouds
490,Ewa Beach,US,21.3156,-158.0072,75.43,68,100,3.44,overcast clouds
491,Madang,PG,-5.2246,145.7966,75.25,93,85,4.92,overcast clouds
492,Dawson Creek,CA,55.7666,-120.2362,-2.56,71,40,6.91,light snow
493,Alofi,NU,-19.0595,-169.9187,73.29,94,82,12.66,light rain
494,Flinders,AU,-34.5833,150.8552,74.37,72,97,7.0,light rain
495,Wakkanai,JP,45.4094,141.6739,26.42,66,100,7.45,light snow
496,Hirara,JP,24.8,125.2833,71.02,76,100,31.72,overcast clouds
497,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,86,100,15.66,shower snow
498,Maceio,BR,-9.6658,-35.7353,87.24,66,40,14.97,scattered clouds
499,Tomakomai,JP,42.6369,141.6033,27.18,93,75,4.61,broken clouds
500,Bhairab Bazar,BD,24.0667,90.9667,66.51,63,0,4.16,clear sky
501,Grand Gaube,MU,-20.0064,57.6608,77.4,73,5,5.01,light rain
502,Linares,CL,-35.85,-71.6,91.2,9,16,14.16,few clouds
503,Ust-Kuyga,RU,70.0167,135.6,-26.82,96,100,7.25,overcast clouds
504,Haimen,CN,23.1935,116.6142,58.89,71,89,8.63,overcast clouds
505,Hualmay,PE,-11.0964,-77.6139,72.32,73,99,7.78,overcast clouds
506,Verkh-Suetka,RU,53.3,80.05,9.93,97,100,3.65,light snow
507,Vostok,RU,46.4856,135.8833,-9.11,97,56,5.08,broken clouds
508,Cooma,AU,-36.2333,149.1333,62.35,63,92,22.15,light rain
509,San Juan,AR,-31.5375,-68.5364,102.96,15,23,4.88,few clouds
510,La Libertad,EC,-2.2333,-80.9,76.66,69,0,10.36,clear sky
511,Volkhov,RU,59.9258,32.3382,14.13,91,100,8.21,overcast clouds
512,Linxia,CN,35.6003,103.2064,19.24,55,5,3.24,clear sky
513,Eyl,SO,7.9803,49.8164,76.17,67,51,18.05,broken clouds
514,Tiarei,PF,-17.5333,-149.3333,78.82,76,100,9.78,light rain
515,Atlantis,ZA,-33.5667,18.4834,75.49,60,99,2.75,overcast clouds
516,Agadir,MA,30.4202,-9.5982,72.05,70,67,6.04,broken clouds
517,Traverse City,US,44.7631,-85.6206,35.83,86,100,3.44,overcast clouds
518,Zyryanka,RU,65.75,150.85,-39.69,95,68,8.3,broken clouds
519,Huixtla,MX,15.15,-92.4667,84.92,57,1,5.84,clear sky
520,Cayenne,GF,4.9333,-52.3333,86.04,66,20,10.36,few clouds
521,Umea,SE,63.8284,20.2597,26.53,93,100,9.22,light snow
522,Kenai,US,60.5544,-151.2583,23.14,94,75,4.61,snow
523,Mbandaka,CD,0.0487,18.2603,73.92,79,58,0.54,broken clouds
524,Cananeia,BR,-25.0147,-47.9267,77.76,86,94,6.22,overcast clouds
525,Osorno,CL,-40.5667,-73.15,69.26,49,75,11.5,broken clouds
526,Badiraguato,MX,25.3667,-107.5167,80.71,26,29,3.8,scattered clouds
527,Preston,GB,53.7667,-2.7167,32.86,76,86,0.83,overcast clouds
528,Sinnamary,GF,5.3833,-52.95,75.2,92,95,2.3,overcast clouds
529,Boende,CD,-0.2167,20.8667,75.0,81,50,1.21,scattered clouds
530,Hamilton,US,39.1834,-84.5333,46.76,74,33,4.0,scattered clouds
531,Tessalit,ML,20.1986,1.0114,77.7,13,12,10.49,few clouds
532,Beringovskiy,RU,63.05,179.3167,-1.97,92,61,9.4,broken clouds
533,Vazante,BR,-17.9869,-46.9078,82.02,61,93,1.66,overcast clouds
534,Muravlenko,RU,63.7898,74.523,-20.18,99,20,8.39,few clouds
535,Uspantan,GT,15.3833,-90.8333,59.59,52,1,4.43,clear sky
536,Hammerfest,NO,70.6634,23.6821,21.65,68,0,4.61,clear sky
537,San Andres,CO,12.5847,-81.7006,86.02,58,20,16.11,few clouds
538,Baijiantan,CN,45.6333,85.1833,5.25,89,12,4.88,few clouds
539,Inhambane,MZ,-23.865,35.3833,82.38,74,20,8.05,few clouds
540,Naliya,IN,23.2667,68.8333,71.8,31,2,6.29,clear sky
541,Nome,US,64.5011,-165.4064,29.16,99,100,12.44,light snow
542,Lodja,CD,-3.4833,23.4333,71.02,94,88,2.93,light rain
543,Flin Flon,CA,54.7682,-101.865,12.04,85,100,4.61,light snow
544,Fairbanks,US,64.8378,-147.7164,6.93,84,87,3.4,overcast clouds
545,Tokur,RU,53.1333,132.9,-14.17,96,100,3.31,overcast clouds
546,Kaputa,ZM,-8.4689,29.6619,71.96,74,51,2.68,broken clouds
547,Netolice,CZ,49.0493,14.197,27.45,81,100,4.09,overcast clouds
548,La Romana,DO,18.4273,-68.9728,84.56,70,40,6.91,scattered clouds
549,Pombia,IT,45.653,8.6336,39.97,34,0,9.22,clear sky
550,Yefremov,RU,53.1481,38.0992,37.08,87,100,19.89,overcast clouds
551,Saint-Georges,GD,12.0564,-61.7485,83.88,58,20,9.22,few clouds
552,Gorele,TR,41.0308,39.0031,59.58,57,100,9.1,overcast clouds
553,Caravelas,BR,-17.7125,-39.2481,83.34,70,69,12.8,broken clouds
554,El Cope,PA,8.6167,-80.6,78.12,61,23,7.9,light rain
555,Saint-Pierre,RE,-21.3393,55.4781,76.91,78,42,19.57,scattered clouds
556,Burnie,AU,-41.0667,145.9167,58.95,90,100,9.04,overcast clouds
557,Mahajanga,MG,-15.7167,46.3167,82.42,78,40,8.05,scattered clouds
558,Gwadar,PK,25.1216,62.3254,73.15,58,51,2.39,broken clouds
559,Malanje,AO,-9.5402,16.341,64.89,97,52,3.74,light rain
560,Lethem,GY,3.3803,-59.7968,86.85,61,51,7.49,light rain
561,Zhanaozen,KZ,43.3,52.8,23.79,44,0,15.1,clear sky
562,Mandera,KE,3.9366,41.867,92.12,26,38,12.24,scattered clouds
563,Mitu,CO,1.1983,-70.1733,81.57,77,90,4.61,overcast clouds
564,Yadgir,IN,16.7667,77.1333,71.2,86,83,6.87,broken clouds
565,Sakakah,SA,29.9697,40.2064,62.17,43,3,7.83,clear sky
566,Natchitoches,US,31.7668,-93.1335,60.78,100,100,9.22,heavy intensity drizzle
567,Virginia Beach,US,36.8529,-75.978,58.05,72,75,1.99,broken clouds
568,Shangzhi,CN,45.2167,127.9667,7.32,93,73,0.56,broken clouds
569,Wolmirstedt,DE,52.25,11.6333,30.09,85,94,5.55,light snow
570,Baishishan,CN,43.5833,127.5667,12.42,82,59,3.58,broken clouds
571,Yumen,CN,40.2833,97.2,14.34,63,0,20.11,clear sky
572,Ixtapa,MX,20.7,-105.2,80.22,60,4,3.0,clear sky
573,Itaituba,BR,-4.2761,-55.9836,91.56,58,40,5.75,scattered clouds
574,Pastavy,BY,55.1168,26.8326,25.81,96,100,20.58,snow
575,Ciudad Bolivar,VE,8.1222,-63.5497,86.41,53,89,7.94,overcast clouds
